site_id,transect_id,boot_slope_m_per_yr
nzd0161,nzd0161-0187,0.3221792094937372
nzd0161,nzd0161-0187,-0.15502336098133335
nzd0161,nzd0161-0187,-0.2969716483242675
nzd0161,nzd0161-0187,-0.19650550248223983
nzd0161,nzd0161-0187,-0.2916739348088563
nzd0161,nzd0161-0187,-0.2556148328114643
nzd0161,nzd0161-0187,-0.23885362183546993
nzd0161,nzd0161-0187,-0.33849722016323586
nzd0161,nzd0161-0187,-0.3856010832479976
nzd0161,nzd0161-0187,-0.06267975787880728
nzd0161,nzd0161-0187,-0.3232345813303194
nzd0161,nzd0161-0187,-0.33876258430851863
nzd0161,nzd0161-0187,-0.0728761901619035
nzd0161,nzd0161-0187,-0.7150894311822281
nzd0161,nzd0161-0187,-0.41153058495434414
nzd0161,nzd0161-0187,-0.3709469597275435
nzd0161,nzd0161-0187,-0.36756156142083424
nzd0161,nzd0161-0187,0.09830415973781816
nzd0161,nzd0161-0187,-0.06182331679415673
nzd0161,nzd0161-0187,-0.3134687872047018
nzd0161,nzd0161-0187,-0.3368848406947471
nzd0161,nzd0161-0187,-0.11525996356763066
nzd0161,nzd0161-0187,-0.28121227338775745
nzd0161,nzd0161-0187,-0.4410569216116416
nzd0161,nzd0161-0187,-0.41565120293710545
nzd0161,nzd0161-0187,-0.10460873330061159
nzd0161,nzd0161-0187,-0.3324631125991385
nzd0161,nzd0161-0187,-0.36314883846871593
nzd0161,nzd0161-0187,-0.5451503121941086
nzd0161,nzd0161-0187,-0.22660670897463023
nzd0161,nzd0161-0187,0.4778593345272077
nzd0161,nzd0161-0187,-0.659459458977088
nzd0161,nzd0161-0187,-0.2447450873138362
nzd0161,nzd0161-0187,-0.33907128177213725
nzd0161,nzd0161-0187,-0.15650079370842393
nzd0161,nzd0161-0187,-0.16997080122445707
nzd0161,nzd0161-0187,-0.05547006828820615
nzd0161,nzd0161-0187,-0.04739207040789097
nzd0161,nzd0161-0187,-0.2643733772993698
nzd0161,nzd0161-0187,-0.2864355043647334
nzd0161,nzd0161-0187,-0.07266896581372478
nzd0161,nzd0161-0187,0.04194937573561693
nzd0161,nzd0161-0187,0.9377921122062858
nzd0161,nzd0161-0187,-0.7285221241781253
nzd0161,nzd0161-0187,-0.2776600407079668
nzd0161,nzd0161-0187,-0.1288291768186804
nzd0161,nzd0161-0187,-0.35853864491401183
nzd0161,nzd0161-0187,-0.32556024539855616
nzd0161,nzd0161-0187,-0.3452629367582608
nzd0161,nzd0161-0187,-0.2678605623212903
nzd0161,nzd0161-0187,-0.21404977805347863
nzd0161,nzd0161-0187,-0.6133678016951134
nzd0161,nzd0161-0187,-0.13947915342261497
nzd0161,nzd0161-0187,-0.19940142920634701
nzd0161,nzd0161-0187,-0.010857899088328274
nzd0161,nzd0161-0187,-0.32861017241626383
nzd0161,nzd0161-0187,-0.27966065299624976
nzd0161,nzd0161-0187,-0.40181694414493757
nzd0161,nzd0161-0187,0.3135668683344472
nzd0161,nzd0161-0187,-0.12801376308651535
nzd0161,nzd0161-0187,1.1421038885188575
nzd0161,nzd0161-0187,-0.21809524644236028
nzd0161,nzd0161-0187,-0.24291882677680554
nzd0161,nzd0161-0187,-0.398907073766718
nzd0161,nzd0161-0187,-0.3636122366785694
nzd0161,nzd0161-0187,-0.30857327932502215
nzd0161,nzd0161-0187,-0.09811947346225669
nzd0161,nzd0161-0187,-0.007948107721275873
nzd0161,nzd0161-0187,0.12917860570326123
nzd0161,nzd0161-0187,-0.2831246877621268
nzd0161,nzd0161-0187,0.15144891217031264
nzd0161,nzd0161-0187,-0.14150297231462905
nzd0161,nzd0161-0187,-0.3440221355755782
nzd0161,nzd0161-0187,0.05711237251884312
nzd0161,nzd0161-0187,-0.32167220602276425
nzd0161,nzd0161-0187,-0.3293971882141503
nzd0161,nzd0161-0187,-0.09824348535969035
nzd0161,nzd0161-0187,-0.16419572211053488
nzd0161,nzd0161-0187,-0.29095822683212996
nzd0161,nzd0161-0187,-0.41774003761504336
nzd0161,nzd0161-0187,-0.4364711556210479
nzd0161,nzd0161-0187,-0.3017039798905817
nzd0161,nzd0161-0187,-0.42314655471720714
nzd0161,nzd0161-0187,-0.33833411833884414
nzd0161,nzd0161-0187,-0.33800724466085
nzd0161,nzd0161-0187,-0.7596669571430733
nzd0161,nzd0161-0187,-0.18046902479766763
nzd0161,nzd0161-0187,-0.8138859771007516
nzd0161,nzd0161-0187,-0.3446033981922441
nzd0161,nzd0161-0187,0.05037725799463165
nzd0161,nzd0161-0187,-0.32425075335701653
nzd0161,nzd0161-0187,-0.29432041749115984
nzd0161,nzd0161-0187,-0.037691664391616454
nzd0161,nzd0161-0187,-0.2341048817294681
nzd0161,nzd0161-0187,-0.2502143113698805
nzd0161,nzd0161-0187,-0.24924159689451594
nzd0161,nzd0161-0187,-0.22297751072184321
nzd0161,nzd0161-0187,-0.806217688698849
nzd0161,nzd0161-0187,-0.3376513566659925
nzd0161,nzd0161-0187,-0.05859936482124391
nzd0161,nzd0161-0187,-0.701259214353154
nzd0161,nzd0161-0187,-0.13310941887009503
nzd0161,nzd0161-0187,1.0817125493778288
nzd0161,nzd0161-0187,-0.0671299395829167
nzd0161,nzd0161-0187,-0.024125206229704998
nzd0161,nzd0161-0187,-0.3308432094762238
nzd0161,nzd0161-0187,-0.16679633045311207
nzd0161,nzd0161-0187,-0.28502540674746574
nzd0161,nzd0161-0187,-0.3505553782761155
nzd0161,nzd0161-0187,-0.3195722522632858
nzd0161,nzd0161-0187,-0.034298553915835965
nzd0161,nzd0161-0187,-0.12655518598416607
nzd0161,nzd0161-0187,-0.3272673888241777
nzd0161,nzd0161-0187,-0.1930620188814867
nzd0161,nzd0161-0187,0.0459012088287857
nzd0161,nzd0161-0187,0.5219473646951842
nzd0161,nzd0161-0187,-0.13730289315749317
nzd0161,nzd0161-0187,-0.19971668947551216
nzd0161,nzd0161-0187,-0.3093265550443486
nzd0161,nzd0161-0187,-0.039740703730374936
nzd0161,nzd0161-0187,-0.4224328228403134
nzd0161,nzd0161-0187,-0.16914509129195343
nzd0161,nzd0161-0187,-0.16411776899212227
nzd0161,nzd0161-0187,-0.14159817198637598
nzd0161,nzd0161-0187,0.017096493521240437
nzd0161,nzd0161-0187,0.0585831631962074
nzd0161,nzd0161-0187,-0.31062105821436775
nzd0161,nzd0161-0187,-0.1282685646982931
nzd0161,nzd0161-0187,-0.12572992706925387
nzd0161,nzd0161-0187,-0.3907854428286267
nzd0161,nzd0161-0187,-0.33466169362931825
nzd0161,nzd0161-0187,-0.47217900573590416
nzd0161,nzd0161-0187,-0.1447074331137196
nzd0161,nzd0161-0187,-0.22348546937225794
nzd0161,nzd0161-0187,-0.30814458559935903
nzd0161,nzd0161-0187,-0.018317558787893703
nzd0161,nzd0161-0187,-0.435941665922777
nzd0161,nzd0161-0187,-0.42169353538318627
nzd0161,nzd0161-0187,-0.34886146007789565
nzd0161,nzd0161-0187,-0.26857711764471626
nzd0161,nzd0161-0187,0.7009631873557509
nzd0161,nzd0161-0187,-0.2750920088523435
nzd0161,nzd0161-0187,-0.431551692354451
nzd0161,nzd0161-0187,-0.1196126750490496
nzd0161,nzd0161-0187,-0.4083705647358394
nzd0161,nzd0161-0187,-0.27801374692507347
nzd0161,nzd0161-0187,-0.06094104638141722
nzd0161,nzd0161-0187,-0.35631963561725344
nzd0161,nzd0161-0187,0.022238394022345544
nzd0161,nzd0161-0187,-0.3480252693069572
nzd0161,nzd0161-0187,-0.35020355855716184
nzd0161,nzd0161-0187,0.7614258121276102
nzd0161,nzd0161-0187,-0.11909683338704234
nzd0161,nzd0161-0187,-0.3557736928437067
nzd0161,nzd0161-0187,-0.17466074228117817
nzd0161,nzd0161-0187,-0.29214101589603514
nzd0161,nzd0161-0187,0.9648969853621462
nzd0161,nzd0161-0187,-0.17642397161757462
nzd0161,nzd0161-0187,-0.11514883279821637
nzd0161,nzd0161-0187,-0.010728957652286215
nzd0161,nzd0161-0187,-0.12182470652106427
nzd0161,nzd0161-0187,-0.3000988343788505
nzd0161,nzd0161-0187,-0.21120315812581666
nzd0161,nzd0161-0187,-0.16150401060097833
nzd0161,nzd0161-0187,-0.3522859903241858
nzd0161,nzd0161-0187,-0.33036182950772564
nzd0161,nzd0161-0187,-0.31019307550630204
nzd0161,nzd0161-0187,0.014740158220248484
nzd0161,nzd0161-0187,-0.21573336914322755
nzd0161,nzd0161-0187,-0.2545277862282169
nzd0161,nzd0161-0187,-0.28859191104527865
nzd0161,nzd0161-0187,0.08101972158588429
nzd0161,nzd0161-0187,-0.2758509506916774
nzd0161,nzd0161-0187,-0.3516286471247077
nzd0161,nzd0161-0187,-0.4786767186807977
nzd0161,nzd0161-0187,-0.3661133697892621
nzd0161,nzd0161-0187,-0.7233265187570933
nzd0161,nzd0161-0187,-0.6895243996536363
nzd0161,nzd0161-0187,-0.671397894719726
nzd0161,nzd0161-0187,-0.23301849955394888
nzd0161,nzd0161-0187,-0.33795737559871153
nzd0161,nzd0161-0187,-0.32709878653109226
nzd0161,nzd0161-0187,-0.12349344967179925
nzd0161,nzd0161-0187,-0.1564170087295452
nzd0161,nzd0161-0187,-0.0557742923236341
nzd0161,nzd0161-0187,-0.10071905207996558
nzd0161,nzd0161-0187,-0.2928978783393639
nzd0161,nzd0161-0187,-0.3359849846625137
nzd0161,nzd0161-0187,-0.32575295722340647
nzd0161,nzd0161-0187,-0.05408965847133887
nzd0161,nzd0161-0187,-0.25272614660293014
nzd0161,nzd0161-0187,0.11090403961889737
nzd0161,nzd0161-0187,-0.2517352211236942
nzd0161,nzd0161-0187,-0.03789355899223825
nzd0161,nzd0161-0187,-0.3437270445794335
nzd0161,nzd0161-0187,-0.17449219178931644
nzd0161,nzd0161-0187,0.05638261636480096
nzd0161,nzd0161-0187,-0.055266967972144164
nzd0161,nzd0161-0187,-0.6937018474806309
nzd0161,nzd0161-0187,-0.46952317249432546
nzd0161,nzd0161-0187,-0.27026364931199043
nzd0161,nzd0161-0187,-0.23361456818613732
nzd0161,nzd0161-0187,0.5610247286563004
nzd0161,nzd0161-0187,-0.258773297304153
nzd0161,nzd0161-0187,-0.540606114514626
nzd0161,nzd0161-0187,-0.01908676355955304
nzd0161,nzd0161-0187,-0.4026131820695368
nzd0161,nzd0161-0187,-0.4009071514875234
nzd0161,nzd0161-0187,-0.3039165376587586
nzd0161,nzd0161-0187,-0.03416619004467321
nzd0161,nzd0161-0187,-0.382904964007146
nzd0161,nzd0161-0187,-0.6310104514343788
nzd0161,nzd0161-0187,-0.01711380955629372
nzd0161,nzd0161-0187,-0.5121773280882577
nzd0161,nzd0161-0187,0.18305015973956898
nzd0161,nzd0161-0187,-0.3127201016411683
nzd0161,nzd0161-0187,-0.3623691258792838
nzd0161,nzd0161-0187,-0.23155485350951394
nzd0161,nzd0161-0187,-0.3876976997117774
nzd0161,nzd0161-0187,-0.5726689745265415
nzd0161,nzd0161-0187,-0.20698569260602484
nzd0161,nzd0161-0187,-0.05709695093793152
nzd0161,nzd0161-0187,-0.2853651802348035
nzd0161,nzd0161-0187,-0.4186075013774557
nzd0161,nzd0161-0187,-0.42400194067239855
nzd0161,nzd0161-0187,-0.013064773031401704
nzd0161,nzd0161-0187,-0.047144280909282195
nzd0161,nzd0161-0187,-0.40840404098072736
nzd0161,nzd0161-0187,-0.34153750494899754
nzd0161,nzd0161-0187,0.11234104710933174
nzd0161,nzd0161-0187,-0.391394279247619
nzd0161,nzd0161-0187,-0.04098477967625723
nzd0161,nzd0161-0187,-0.03467013974223275
nzd0161,nzd0161-0187,-0.29657655213017176
nzd0161,nzd0161-0187,0.07198175615609204
nzd0161,nzd0161-0187,-0.3092864504582158
nzd0161,nzd0161-0187,-0.3685460992213946
nzd0161,nzd0161-0187,-0.05073642161763842
nzd0161,nzd0161-0187,-0.42082212127070134
nzd0161,nzd0161-0187,-0.48469589042132255
nzd0161,nzd0161-0187,-0.6493032588647387
nzd0161,nzd0161-0187,-0.30900779402146755
nzd0161,nzd0161-0187,0.05479817256694893
nzd0161,nzd0161-0187,-0.39399871592101415
nzd0161,nzd0161-0187,0.06093840739158522
nzd0161,nzd0161-0187,-0.24019590216959558
nzd0161,nzd0161-0187,-0.2619278112054893
nzd0161,nzd0161-0187,-0.221752188815178
nzd0161,nzd0161-0187,0.18938595088343707
nzd0161,nzd0161-0187,-0.23429805576807577
nzd0161,nzd0161-0187,-0.11626618785594023
nzd0161,nzd0161-0187,-0.928694617305687
nzd0161,nzd0161-0187,0.01590277336374474
nzd0161,nzd0161-0187,-0.11593010027329176
nzd0161,nzd0161-0187,-0.3032270630684515
nzd0161,nzd0161-0187,0.5451930784551394
nzd0161,nzd0161-0187,-0.3531982310255668
nzd0161,nzd0161-0187,-0.2657495079083861
nzd0161,nzd0161-0187,-0.3296398869496055
nzd0161,nzd0161-0187,-0.12953569945475557
nzd0161,nzd0161-0187,0.8498142691914196
nzd0161,nzd0161-0187,-0.3274932170295095
nzd0161,nzd0161-0187,-1.3705667984844432
nzd0161,nzd0161-0187,-0.4671686046945224
nzd0161,nzd0161-0187,-0.0057615145579638155
nzd0161,nzd0161-0187,-0.3260405620769853
nzd0161,nzd0161-0187,-0.3296201512254789
nzd0161,nzd0161-0187,-0.594849210127482
nzd0161,nzd0161-0187,-0.2878862011674823
nzd0161,nzd0161-0187,-0.3518501293295584
nzd0161,nzd0161-0187,-0.3805724409658923
nzd0161,nzd0161-0187,-0.2360276795312451
nzd0161,nzd0161-0187,-0.15877479827808522
nzd0161,nzd0161-0187,-0.3631334129076144
nzd0161,nzd0161-0187,0.4240299925147277
nzd0161,nzd0161-0187,-0.025192533957321548
nzd0161,nzd0161-0187,-0.07873730554687099
nzd0161,nzd0161-0187,-0.13501206349333283
nzd0161,nzd0161-0187,-0.2719596230169234
nzd0161,nzd0161-0187,0.06046456981146661
nzd0161,nzd0161-0187,-0.1933484795672769
nzd0161,nzd0161-0187,-0.12190608765706698
nzd0161,nzd0161-0187,-0.02223344756705096
nzd0161,nzd0161-0187,-0.31043609673327865
nzd0161,nzd0161-0187,-0.28942839534213993
nzd0161,nzd0161-0187,-0.17746338823844635
nzd0161,nzd0161-0187,-0.26572185758318506
nzd0161,nzd0161-0187,-0.14132917093292335
nzd0161,nzd0161-0187,-0.09926305152833095
nzd0161,nzd0161-0187,-0.22629764349165213
nzd0161,nzd0161-0187,-0.3299502163468001
nzd0161,nzd0161-0187,-0.3645835925041558
nzd0161,nzd0161-0187,-0.07933154535301724
nzd0161,nzd0161-0187,-0.07015404745257932
nzd0161,nzd0161-0187,-0.3446564999587936
nzd0161,nzd0161-0187,0.15675479510501036
nzd0161,nzd0161-0187,-0.14185072972062204
nzd0161,nzd0161-0187,-0.536666768144582
nzd0161,nzd0161-0187,-0.3039752574025724
nzd0161,nzd0161-0187,-0.49659907152335864
nzd0161,nzd0161-0187,-0.3234586476556081
nzd0161,nzd0161-0187,-0.3271565887328052
nzd0161,nzd0161-0187,-0.92685327379704
nzd0161,nzd0161-0187,-0.17056632570726618
nzd0161,nzd0161-0187,-0.16648933182751582
nzd0161,nzd0161-0187,-0.2446837544110013
nzd0161,nzd0161-0187,-1.053710687848118
nzd0161,nzd0161-0187,-0.1236696996364124
nzd0161,nzd0161-0187,-0.23429033737722776
nzd0161,nzd0161-0187,0.044509392436251925
nzd0161,nzd0161-0187,-0.2618866240301363
nzd0161,nzd0161-0187,0.003905679361836612
nzd0161,nzd0161-0187,-0.2797993711596421
nzd0161,nzd0161-0187,-0.45975501423684045
nzd0161,nzd0161-0187,-0.12228252675691693
nzd0161,nzd0161-0187,-1.8434131945450503
nzd0161,nzd0161-0187,0.011282319253426074
nzd0161,nzd0161-0187,-0.19341783313240074
nzd0161,nzd0161-0187,-0.3802447056141779
nzd0161,nzd0161-0187,-0.2364881097440056
nzd0161,nzd0161-0187,-0.2979837240964797
nzd0161,nzd0161-0187,0.30707048024062766
nzd0161,nzd0161-0187,-0.434633809579285
nzd0161,nzd0161-0187,-0.21320608163126875
nzd0161,nzd0161-0187,-0.19259157006468985
nzd0161,nzd0161-0187,-0.09174908561717465
nzd0161,nzd0161-0187,-0.2128989710174126
nzd0161,nzd0161-0187,-0.33432448065821146
nzd0161,nzd0161-0187,-0.4500028510019742
nzd0161,nzd0161-0187,-0.36373965236591227
nzd0161,nzd0161-0187,1.080946948837728
nzd0161,nzd0161-0187,-0.32487702869967144
nzd0161,nzd0161-0187,-0.09903835069877502
nzd0161,nzd0161-0187,-0.41434567009974765
nzd0161,nzd0161-0187,-0.08714318684539737
nzd0161,nzd0161-0187,-0.2133070215662268
nzd0161,nzd0161-0187,-0.17440265386323703
nzd0161,nzd0161-0187,-0.7747361522189339
nzd0161,nzd0161-0187,-0.31692756448296283
nzd0161,nzd0161-0187,-0.49380532268240585
nzd0161,nzd0161-0187,-0.31426323202647255
nzd0161,nzd0161-0187,0.10535667486191698
nzd0161,nzd0161-0187,-0.322284672351015
nzd0161,nzd0161-0187,-0.5711063206421442
nzd0161,nzd0161-0187,-0.33109396958721454
nzd0161,nzd0161-0187,-0.21497772601333862
nzd0161,nzd0161-0187,-0.24525892342922548
nzd0161,nzd0161-0187,-0.13785284095977765
nzd0161,nzd0161-0187,-0.3149862732140481
nzd0161,nzd0161-0187,-0.415493601396928
nzd0161,nzd0161-0187,0.14039934792421369
nzd0161,nzd0161-0187,0.3948506186144621
nzd0161,nzd0161-0187,-0.29948017816709793
nzd0161,nzd0161-0187,0.8336755665098129
nzd0161,nzd0161-0187,-0.3006314738702648
nzd0161,nzd0161-0187,-0.10188041978257098
nzd0161,nzd0161-0187,0.13378452584978193
nzd0161,nzd0161-0187,-0.30019135763199234
nzd0161,nzd0161-0187,-0.1513910272336479
nzd0161,nzd0161-0187,-0.25363154681784306
nzd0161,nzd0161-0187,-0.04963955412966533
nzd0161,nzd0161-0187,-0.40878778749865796
nzd0161,nzd0161-0187,-0.3689201665265538
nzd0161,nzd0161-0187,-0.24342747829927947
nzd0161,nzd0161-0187,-0.13687449697396561
nzd0161,nzd0161-0187,-0.09651957080628103
nzd0161,nzd0161-0187,-0.20641312893302202
nzd0161,nzd0161-0187,-0.039661510880397224
nzd0161,nzd0161-0187,-0.18381522307814216
nzd0161,nzd0161-0187,-0.31699934420293
nzd0161,nzd0161-0187,-0.29770827491061014
nzd0161,nzd0161-0187,0.291912408771869
nzd0161,nzd0161-0187,-0.23570431043554077
nzd0161,nzd0161-0187,-0.1936027865350738
nzd0161,nzd0161-0187,-0.28771790349044885
nzd0161,nzd0161-0187,0.08887044495259991
nzd0161,nzd0161-0187,-0.42407295418379753
nzd0161,nzd0161-0187,-0.4265685837524129
nzd0161,nzd0161-0187,-0.1602161548253968
nzd0161,nzd0161-0187,-0.11750994044193534
nzd0161,nzd0161-0187,-0.13007902868447183
nzd0161,nzd0161-0187,-0.05607819060916709
nzd0161,nzd0161-0187,-0.03386550092884935
nzd0161,nzd0161-0187,-0.4003541226780375
nzd0161,nzd0161-0187,-0.309216640114162
nzd0161,nzd0161-0187,-0.4302146042149775
nzd0161,nzd0161-0187,-0.12650371523405274
nzd0161,nzd0161-0187,-0.1507461833645368
nzd0161,nzd0161-0187,-0.6217388367812229
nzd0161,nzd0161-0187,-0.14517223568774373
nzd0161,nzd0161-0187,0.24496305008408006
nzd0161,nzd0161-0187,-0.34002611071112254
nzd0161,nzd0161-0187,0.057792450428712214
nzd0161,nzd0161-0187,0.03749752023448584
nzd0161,nzd0161-0187,-0.3314677532184949
nzd0161,nzd0161-0187,-0.4760408139645535
nzd0161,nzd0161-0187,0.005695730647961905
nzd0161,nzd0161-0187,-0.3925174387766566
nzd0161,nzd0161-0187,-0.3108646180380018
nzd0161,nzd0161-0187,-0.620932636689429
nzd0161,nzd0161-0187,-0.27755874503642697
nzd0161,nzd0161-0187,-0.295020003101524
nzd0161,nzd0161-0187,-0.32655692802509345
nzd0161,nzd0161-0187,-0.19295930744846754
nzd0161,nzd0161-0187,-0.2594808102035962
nzd0161,nzd0161-0187,-0.23401292034937393
nzd0161,nzd0161-0187,-0.16692821264053223
nzd0161,nzd0161-0187,-0.14448262628920214
nzd0161,nzd0161-0187,-0.11871723310159296
nzd0161,nzd0161-0187,-0.36412166878017005
nzd0161,nzd0161-0187,-0.13578820234029312
nzd0161,nzd0161-0187,-0.38407484123396696
nzd0161,nzd0161-0187,-0.21333157357109347
nzd0161,nzd0161-0187,-0.2663667757276954
nzd0161,nzd0161-0187,-0.19026062677803132
nzd0161,nzd0161-0187,-0.0010217110956558405
nzd0161,nzd0161-0187,-0.1346787201189583
nzd0161,nzd0161-0187,0.2396717537415675
nzd0161,nzd0161-0187,-0.1693061635342525
nzd0161,nzd0161-0187,-0.33091931128442814
nzd0161,nzd0161-0187,-0.22500634590689658
nzd0161,nzd0161-0187,-0.4384582604560273
nzd0161,nzd0161-0187,0.3063996078439757
nzd0161,nzd0161-0187,-0.1162324376308746
nzd0161,nzd0161-0187,-0.33580730981789836
nzd0161,nzd0161-0187,-0.48828578668419037
nzd0161,nzd0161-0187,0.062014807981800375
nzd0161,nzd0161-0187,-0.06973489593371934
nzd0161,nzd0161-0187,-0.6768857245180595
nzd0161,nzd0161-0187,-0.420187618363035
nzd0161,nzd0161-0187,-0.5107732799855823
nzd0161,nzd0161-0187,0.3530235254012978
nzd0161,nzd0161-0187,-0.3285902557317321
nzd0161,nzd0161-0187,-0.14280437803965929
nzd0161,nzd0161-0187,-0.4634437956407889
nzd0161,nzd0161-0187,-0.1730212240925322
nzd0161,nzd0161-0187,-0.1499936707747373
nzd0161,nzd0161-0187,0.3020813118808342
nzd0161,nzd0161-0187,-0.028356856774783695
nzd0161,nzd0161-0187,-1.862712745862136
nzd0161,nzd0161-0187,-0.547194202050965
nzd0161,nzd0161-0187,-0.5611312642160889
nzd0161,nzd0161-0187,-0.2095649216396106
nzd0161,nzd0161-0187,-0.04428223635306083
nzd0161,nzd0161-0187,-0.5508618822832687
nzd0161,nzd0161-0187,-0.22799155863212178
nzd0161,nzd0161-0187,0.1938132379346783
nzd0161,nzd0161-0187,-0.2582187507401938
nzd0161,nzd0161-0187,-0.5895153214289801
nzd0161,nzd0161-0187,-0.3623439781539243
nzd0161,nzd0161-0187,-0.2699340674362376
nzd0161,nzd0161-0187,-0.3566700923012131
nzd0161,nzd0161-0187,-0.07079335890166888
nzd0161,nzd0161-0187,-0.02232645205335222
nzd0161,nzd0161-0187,-0.20339857529241592
nzd0161,nzd0161-0187,0.21690543827745726
nzd0161,nzd0161-0187,-0.2943439307999969
nzd0161,nzd0161-0187,-0.449497101940249
nzd0161,nzd0161-0187,-0.1904488757083477
nzd0161,nzd0161-0187,-0.2978845635076066
nzd0161,nzd0161-0187,-0.07018644508116902
nzd0161,nzd0161-0187,-0.12399391847526861
nzd0161,nzd0161-0187,-0.3478005576671119
nzd0161,nzd0161-0187,-0.3684714886632763
nzd0161,nzd0161-0187,-0.3793048219224172
nzd0161,nzd0161-0187,-0.5853378108468611
nzd0161,nzd0161-0187,-0.2885663523627723
nzd0161,nzd0161-0187,-0.3162060953356521
nzd0161,nzd0161-0187,-0.22408103988121278
nzd0161,nzd0161-0187,-0.32603310632111265
nzd0161,nzd0161-0187,-0.08356470904273232
nzd0161,nzd0161-0187,-0.07518811847320271
nzd0161,nzd0161-0187,0.13937527209686093
nzd0161,nzd0161-0187,-0.4997968607637605
nzd0161,nzd0161-0187,-0.29120743115257386
nzd0161,nzd0161-0187,-0.3788725970743105
nzd0161,nzd0161-0187,-0.10523772001295456
nzd0161,nzd0161-0187,0.2321117354514472
nzd0161,nzd0161-0187,-0.027677950941401477
nzd0161,nzd0161-0187,-0.33460351807384303
nzd0161,nzd0161-0187,-0.1614997056721396
nzd0161,nzd0161-0187,-0.21455382419989344
nzd0161,nzd0161-0187,-0.7250865301482778
nzd0161,nzd0161-0187,-0.0560485718801321
nzd0161,nzd0161-0187,-0.08763127275145617
nzd0161,nzd0161-0187,-0.2547016224932694
nzd0161,nzd0161-0187,-0.36321155263565386
nzd0161,nzd0161-0187,-0.29049933030694025
